379,NORTH BONDI,NORTH BONDI 2026 NSW,20,,,,,0,north-bondi-2026,2026
380,TAMARAMA,TAMARAMA 2026 NSW,20,,,,,0,tamarama-2026,2026
381,DARLING POINT,DARLING POINT 2027 NSW,20,,,,,0,darling-point-2027,2027
382,EDGECLIFF,EDGECLIFF 2027 NSW,20,,,,,0,edgecliff-2027,2027
383,HMAS RUSHCUTTERS,HMAS RUSHCUTTERS 2027 NSW,20,,,,,0,hmas-rushcutters-2027,2027
384,POINT PIPER,POINT PIPER 2027 NSW,20,,,,,0,point-piper-2027,2027
385,DOUBLE BAY,DOUBLE BAY 2028 NSW,20,,,,,0,double-bay-2028,2028
386,ROSE BAY,ROSE BAY 2029 NSW,20,,,,,0,rose-bay-2029,2029
387,DOVER HEIGHTS,DOVER HEIGHTS 2030 NSW,20,,,,,0,dover-heights-2030,2030
388,VAUCLUSE,VAUCLUSE 2030 NSW,20,,,,,0,vaucluse-2030,2030
389,WATSONS BAY,WATSONS BAY 2030 NSW,20,,,,,0,watsons-bay-2030,2030
390,CLOVELLY,CLOVELLY 2031 NSW,20,,,,,0,clovelly-2031,2031
391,RANDWICK,RANDWICK 2031 NSW,20,,,,,0,randwick-2031,2031
392,DACEYVILLE,DACEYVILLE 2032 NSW,20,,,,,0,daceyville-2032,2032
393,KINGSFORD,KINGSFORD 2032 NSW,20,,,,,0,kingsford-2032,2032
394,KENSINGTON,KENSINGTON 2033 NSW,20,,,,,0,kensington-2033,2033
395,COOGEE,COOGEE 2034 NSW,20,,,,,0,coogee-2034,2034
396,SOUTH COOGEE,SOUTH COOGEE 2034 NSW,20,,,,,0,south-coogee-2034,2034
397,MAROUBRA,MAROUBRA 2035 NSW,20,,,,,0,maroubra-2035,2035
398,PAGEWOOD,PAGEWOOD 2035 NSW,20,,,,,0,pagewood-2035,2035
399,GLEBE,GLEBE 2036 NSW,20,,,,,0,glebe-2036,2036
410,GLEBE,GLEBE 2037 NSW,20,,,,,0,glebe-2037,2037
