FAIRFIELD WEST 2165 NSW,-33.87112,150.92322
FAIRFIELD HEIGHTS 2165 NSW,-33.86848,150.94239
CABRAMATTA 2166 NSW,-33.894444,150.9375
CABRAMATTA WEST 2166 NSW,-33.8947,150.915
CANLEY HEIGHTS 2166 NSW,-33.88502,150.9276
CANLEY VALE 2166 NSW,-33.88642,150.946
LANSVALE 2166 NSW,-33.906913,150.9685549
GLENFIELD 2167 NSW,-33.9690916,150.8929227
ASHCROFT 2168 NSW,-33.91447,150.8987392
BUSBY 2168 NSW,-33.91413000000001,150.88247
CARTWRIGHT 2168 NSW,-33.9240777,150.8914686
GREEN VALLEY 2168 NSW,-33.90596,150.86681
PRESTONS 2170 NSW,-33.94286,150.87116
MOUNT PRITCHARD 2170 NSW,-33.898,150.901
WARWICK FARM 2170 NSW,-33.91395,150.93739
CARNES HILL 2171 NSW,-33.9383285,150.8478522
CECIL HILLS 2171 NSW,-33.890278,150.851111
ELIZABETH HILLS 2171 NSW,-33.9000666,150.8478522
HORNINGSEA PARK 2171 NSW,-33.944,150.844
HOXTON PARK 2171 NSW,-33.93382,150.85284
LEN WATERS ESTATE 2171 NSW,-33.9143238,150.853667
MIDDLETON GRANGE 2171 NSW,-33.915,150.842
WEST HOXTON 2171 NSW,-33.93569,150.8308
PLEASURE POINT 2172 NSW,-33.96776,150.978
SANDY POINT 2172 NSW,-33.976,150.9926
VOYAGER POINT 2172 NSW,-33.959,150.979
HOLSWORTHY 2173 NSW,-33.9565362,150.9498811
WATTLE GROVE 2173 NSW,-33.957,150.941
EDMONDSON PARK 2174 NSW,-33.9651827,150.8580282
HORSLEY PARK 2175 NSW,-33.848126,150.8493059
ABBOTSBURY 2176 NSW,-33.875,150.862
BOSSLEY PARK 2176 NSW,-33.86341,150.88364
EDENSOR PARK 2176 NSW,-33.88095,150.87516
GREENFIELD PARK 2176 NSW,-33.87676,150.88819
PRAIRIEWOOD 2176 NSW,-33.861,150.9048
GREENACRE 2190 NSW,-33.9092,151.0534
MOUNT LEWIS 2190 NSW,-33.915,151.051
BELFIELD 2191 NSW,-33.9061117,151.0849848
BELMORE 2192 NSW,-33.91752,151.08782
ASHBURY 2193 NSW,-33.8997098,151.1199309
CANTERBURY 2193 NSW,-33.9126,151.118
HURLSTONE PARK 2193 NSW,-33.91058,151.12919
CAMPSIE 2194 NSW,-33.91057840000001,151.1024569
LAKEMBA 2195 NSW,-33.9199504,151.0791612
WILEY PARK 2195 NSW,-33.92594,151.06347
PUNCHBOWL 2196 NSW,-33.933333,151.05
ROSELANDS 2196 NSW,-33.93166,151.08514
BASS HILL 2197 NSW,-33.8990652,150.9976541
GEORGES HALL 2198 NSW,-33.91217,150.98557
YAGOONA 2199 NSW,-33.9050378,151.0209375
BANKSTOWN 2200 NSW,-33.91817,151.03497
BANKSTOWN AERODROME 2200 NSW,-33.9226568,150.9902318
CONDELL PARK 2200 NSW,-33.92498,151.00769
DULWICH HILL 2203 NSW,-33.9041707,151.1374068
MARRICKVILLE 2204 NSW,-33.9086291,151.1548847
ARNCLIFFE 2205 NSW,-33.9363231,151.1432325
TURRELLA 2205 NSW,-33.93297,151.14079
LUGARNO 2210 NSW,-33.98469,151.04352
PEAKHURST 2210 NSW,-33.9654,151.0502
PEAKHURST HEIGHTS 2210 NSW,-33.981667,151.051111
RIVERWOOD 2210 NSW,-33.95,151.05
PADSTOW 2211 NSW,-33.95592,151.03247
PADSTOW HEIGHTS 2211 NSW,-33.973,151.035
REVESBY 2212 NSW,-33.95001,151.01016
EAST HILLS 2213 NSW,-33.96396,150.98974
REVESBY HEIGHTS 2212 NSW,-33.96806,151.01773
PANANIA 2213 NSW,-33.95793,151.002
PICNIC POINT 2213 NSW,-33.96929,151.00624
MILPERRA 2214 NSW,-33.9405364,150.9801939
BANKSIA 2216 NSW,-33.94776,151.14806
BRIGHTON-LE-SANDS 2216 NSW,-33.9608078,151.1563262
KYEEMAGH 2216 NSW,-33.94829,151.15711
